PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Ngoc Tung Tran; Sommermann, Thomas; Graf, Robin; Trombke, Janine; Pempe, Jenniffer; Petsch, Kerstin; Kuehn, Ralf; Rajewsky, Klaus; Van Trung Chu								Efficient CRISPR/Cas9-Mediated Gene Knockin in Mouse Hematopoietic Stem and Progenitor Cells								CELL REPORTS				28	13			3510	+		10.1016/j.celrep.2019.08.065			SEP 24 2019	2019										0							WOS:000487587300019		
J	Jia, Wenguang; Jia, Siyuan; Chen, Ping; He, Yunyan								Construction and Analysis of a Long Non-Coding RNA (lncRNA)-Associated ceRNA Network in beta-Thalassemia and Hereditary Persistence of Fetal Hemoglobin								MEDICAL SCIENCE MONITOR				25				7079	7086		10.12659/MSM.915946			SEP 21 2019	2019										1							WOS:000487473700001		
J	Yamashita, Masayuki; Passegue, Emmanuelle								TNF-alpha Coordinates Hematopoietic Stem Cell Survival and Myeloid Regeneration								CELL STEM CELL				25	3			357	+		10.1016/j.stem.2019.05.019			SEP 5 2019	2019										2							WOS:000484603600009		
J	Pilzecker, Bas; Buoninfante, Olimpia Alessandra; Jacobs, Heinz								DNA damage tolerance in stem cells, ageing, mutagenesis, disease and cancer therapy								NUCLEIC ACIDS RESEARCH				47	14			7163	7181		10.1093/nar/gkz531			AUG 22 2019	2019										1							WOS:000483815100008		
J	Tyrkalska, Sylwia D.; Perez-Oliva, Ana B.; Rodriguez-Ruiz, Lola; Martinez-Morcillo, Francisco J.; Alcaraz-Perez, Francisca; Martinez-Navarro, Francisco J.; Lachaud, Christophe; Ahmed, Nouraiz; Schroeder, Timm; Pardo-Sanchez, Irene; Candel, Sergio; Lopez-Munoz, Azucena; Choudhuri, Avik; Rossmann, Marlies P.; Zon, Leonard, I; Cayuela, Maria L.; Garcia-Moreno, Diana; Mulero, Victoriano								Inflammasome Regulates Hematopoiesis through Cleavage of the Master Erythroid Transcription Factor GATA1								IMMUNITY				51	1			50	+		10.1016/j.immuni.2019.05.005			JUL 16 2019	2019										3							WOS:000475561000010		
J	Hemmati, Shayda; Sinclair, Taneisha; Tong, Meng; Bartholdy, Boris; Okabe, Rachel O.; Ames, Kristina; Ostrodka, Leanne; Haque, Tamanna; Kaur, Imit; Mills, Taylor S.; Agarwal, Anupriya; Pietras, Eric M.; Zhao, Jean J.; Roberts, Thomas M.; Gritsman, Kira								PI3K alpha and delta promote hematopoietic stem cell activation								JCI INSIGHT				4	13					e125832	10.1172/jci.insight.125832			JUL 11 2019	2019										0							WOS:000474918000005		
J	McRae, Helen M.; Voss, Anne K.; Thomas, Tim								Are transplantable stem cells required for adult hematopoiesis?								EXPERIMENTAL HEMATOLOGY				75				1	10		10.1016/j.exphem.2019.05.007			JUL 2019	2019										2							WOS:000481726200001		
J	Walsh, Kyle B.; Zhang, Xiang; Zhu, Xiaoting; Wohleb, Eric; Woo, Daniel; Lu, Long; Adeoye, Opeolu								Intracerebral Hemorrhage Induces Inflammatory Gene Expression in Peripheral Blood: Global Transcriptional Profiling in Intracerebral Hemorrhage Patients								DNA AND CELL BIOLOGY				38	7			660	669		10.1089/dna.2018.4550			JUL 1 2019	2019										0							WOS:000475407600007		
J	Amon, Sabine; Meier-Abt, Fabienne; Gillet, Ludovic C.; Dimitrieva, Slavica; Theocharides, Alexandre P. A.; Manz, Markus G.; Aebersold, Ruedi								Sensitive Quantitative Proteomics of Human Hematopoietic Stem and Progenitor Cells by Data-independent Acquisition Mass Spectrometry								MOLECULAR & CELLULAR PROTEOMICS				18	7			1454	1467		10.1074/mcp.TIR119.001431			JUL 2019	2019										1							WOS:000474740800012		
J	Yvan-Charvet, Laurent; Ng, Lai Guan								Granulopoiesis and Neutrophil Homeostasis: A Metabolic, Daily Balancing Act								TRENDS IN IMMUNOLOGY				40	7			598	612		10.1016/j.it.2019.05.004			JUL 2019	2019										0							WOS:000473003200008		
J	Noetzli, Leila J.; French, Shauna L.; Machlus, Kellie R.								New Insights Into the Differentiation of Megakaryocytes From Hematopoietic Progenitors								ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY				39	7			1288	1300		10.1161/ATVBAHA.119.312129			JUL 2019	2019										1							WOS:000472969200006		
J	Clarke, Michael F.								Clinical and Therapeutic Implications of Cancer Stem Cells								NEW ENGLAND JOURNAL OF MEDICINE				380	23			2237	2245		10.1056/NEJMra1804280			JUN 6 2019	2019										7							WOS:000470933900010		
J	Korthauer, Keegan; Kimes, Patrick K.; Duvallet, Claire; Reyes, Alejandro; Subramanian, Ayshwarya; Teng, Mingxiang; Shukla, Chinmay; Alm, Eric J.; Hicks, Stephanie C.								A practical guide to methods controlling false discoveries in computational biology								GENOME BIOLOGY				20						118	10.1186/s13059-019-1716-1			JUN 4 2019	2019										4							WOS:000470326700001		
J	Conserva, Maria Rosa; Anelli, Luisa; Zagaria, Antonella; Specchia, Giorgina; Albano, Francesco								The Pleiotropic Role of Retinoic Acid/Retinoic Acid Receptors Signaling: From Vitamin A Metabolism to Gene Rearrangements in Acute Promyelocytic Leukemia								INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				20	12					2921	10.3390/ijms20122921			JUN 2 2019	2019										2							WOS:000473756000071		
J	Verovskaya, Evgenia V.; Dellorusso, Paul, V; Passegue, Emmanuelle								Losing Sense of Self and Surroundings: Hematopoietic Stem Cell Aging and Leukemic Transformation								TRENDS IN MOLECULAR MEDICINE				25	6			494	515		10.1016/j.molmed.2019.04.006			JUN 2019	2019										1							WOS:000472509900006		
J	Walsh, Kyle B.; Zhang, Xiang; Zhu, Xiaoting; Wohleb, Eric; Woo, Daniel; Lu, Long; Adeoye, Opeolu								Intracerebral hemorrhage induces monocyte-related gene expression within six hours: Global transcriptional profiling in swine ICH								METABOLIC BRAIN DISEASE				34	3			763	774		10.1007/s11011-019-00399-z			JUN 2019	2019										0							WOS:000468070600007		
J	Delas, M. Joaquina; Jackson, Benjamin T.; Kovacevic, Tatjana; Vangelisti, Silvia; Maravilla, Ester Munera; Wild, Sophia A.; Stork, Eva Maria; Erard, Nicolas; Knott, Simon R., V; Hannon, Gregory J.								lncRNA Spehd Regulates Hematopoietic Stem and Progenitor Cells and Is Required for Multilineage Differentiation								CELL REPORTS				27	3			719	+		10.1016/j.celrep.2019.03.080			APR 16 2019	2019										6							WOS:000464652000009		
J	Adane, Biniam; Ye, Haobin; Khan, Nabilah; Pei, Shanshan; Minhajuddin, Mohammad; Stevens, Brett M.; Jones, Courtney L.; D'Alessandro, Angelo; Reisz, Julie A.; Zaberezhnyy, Vadym; Gasparetto, Maura; Ho, Tzu-Chieh; Kelly, Kathleen K.; Myers, Jason R.; Ashton, John M.; Siegenthaler, Julie; Kume, Tsutomu; Campbell, Eric L.; Pollyea, Daniel A.; Becker, Michael W.; Jordan, Craig T.								The Hematopoietic Oxidase NOX2 Regulates Self-Renewal of Leukemic Stem Cells								CELL REPORTS				27	1			238	+		10.1016/j.celrep.2019.03.009			APR 2 2019	2019										2							WOS:000463187700020		
J	Park, Derek S.; Akuffo, Afua A.; Muench, David E.; Grimes, H. Leighton; Epling-Burnette, Pearlie K.; Maini, Philip K.; Anderson, Alexander R. A.; Bonsall, Michael B.								Clonal hematopoiesis of indeterminate potential and its impact on patient trajectories after stem cell transplantation								PLOS COMPUTATIONAL BIOLOGY				15	4					e1006913	10.1371/journal.pcbi.1006913			APR 2019	2019										0							WOS:000467530600041		
J	Watcham, Sam; Kucinski, Iwo; Gottgens, Berthold								New insights into hematopoietic differentiation landscapes from single-cell RNA sequencing								BLOOD				133	13			1415	1426		10.1182/blood-2018-08-835355			MAR 28 2019	2019										4							WOS:000463344500008		
J	Galinato, Melissa; Shimoda, Kristen; Aguiar, Alexis; Hennig, Fiona; Boffelli, Dario; McVoy, Michael A.; Hertel, Laura								Single-Cell Transcriptome Analysis of CD34(+) Stem Cell-Derived Myeloid Cells Infected With Human Cytomegalovirus								FRONTIERS IN MICROBIOLOGY				10						577	10.3389/fmicb.2019.00577			MAR 21 2019	2019										2							WOS:000461849100001		
J	Sommerkamp, Pia; Renders, Simon; Ladel, Luisa; Hotz-Wagenblatt, Agnes; Schoenberger, Katharina; Zeisberger, Petra; Przybylla, Adriana; Sohn, Markus; Zhou, Yunli; Klibanski, Anne; Cabezas-Wallscheid, Nina; Trumpp, Andreas								The long non-coding RNA Meg3 is dispensable for hematopoietic stem cells								SCIENTIFIC REPORTS				9						2110	10.1038/s41598-019-38605-8			FEB 14 2019	2019										0							WOS:000458619600109		
J	Dong, Fang; Bai, Haitao; Wang, Xiaofang; Zhang, Shanshan; Wang, Zhao; Xie, Miner; Zhang, Sen; Wang, Jinhong; Hao, Sha; Cheng, Tao; Ema, Hideo								Mouse acute leukemia develops independent of self-renewal and differentiation potentials in hematopoietic stem and progenitor cells								BLOOD ADVANCES				3	3			419	431		10.1182/bloodadvances.2018022400			FEB 12 2019	2019										2							WOS:000458442500021		
J	Barbarani, Gloria; Fugazza, Cristina; Strouboulis, John; Ronchi, Antonella E.								The Pleiotropic Effects of GATA1 and KLF1 in Physiological Erythropoiesis and in Dyserythropoietic Disorders								FRONTIERS IN PHYSIOLOGY				10						91	10.3389/fphys.2019.00091			FEB 12 2019	2019										1							WOS:000458451400001		
J	Cypris, Olivia; Frobel, Joana; Rai, Shivam; Franzen, Julia; Sontag, Stephanie; Goetzke, Roman; de Toledo, Marcelo A. Szymanski; Zenke, Martin; Wagner, Wolfgang								Tracking of epigenetic changes during hematopoietic differentiation of induced pluripotent stem cells								CLINICAL EPIGENETICS				11						19	10.1186/s13148-019-0617-1			FEB 4 2019	2019										1							WOS:000457710700002		
J	Tajer, Parisa; Pike-Overzet, Karin; Arias, Sagrario; Havenga, Menzo; Staal, Frank J. T.								Ex Vivo Expansion of Hematopoietic Stem Cells for Therapeutic Purposes: Lessons from Development and the Niche								CELLS				8	2					169	10.3390/cells8020169			FEB 2019	2019										4							WOS:000460896000091		
J	de Rooij, Laura P. M. H.; Chan, Derek C. H.; Chahi, Ava Keyvani; Hope, Kristin J.								Post-transcriptional regulation in hematopoiesis: RNA binding proteins take control								BIOCHEMISTRY AND CELL BIOLOGY				97	1			10	20		10.1139/bcb-2017-0310			FEB 2019	2019						60th Annual Conference of the Canadian-Society-for-Molecular-Biosciences (CSMB)	MAY 16-20, 2017	Canadian Soc Mol Biosciences	Ottawa, CANADA	3							WOS:000457403100002		
J	Morales-Nebreda, Luisa; Mclafferty, Fred S.; Singer, Benjamin D.								DNA methylation as a transcriptional regulator of the immune system								TRANSLATIONAL RESEARCH				204				1	18		10.1016/j.trsl.2018.08.001			FEB 2019	2019										13							WOS:000456888400001		
J	Fanucchi, Stephanie; Mhlanga, Musa M.								Lnc-ing Trained Immunity to Chromatin Architecture								FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY				7						UNSP 2	10.3389/fcell.2019.00002			JAN 24 2019	2019										6							WOS:000467196900002		
J	Luo, Hanzhi; Mu, Wei-Chieh; Karki, Rajendra; Chiang, Hou-Hsien; Mohrin, Mary; Shin, Jiyung J.; Ohkubo, Rika; Ito, Keisuke; Kanneganti, Thirumala-Devi; Chen, Danica								Mitochondrial Stress-Initiated Aberrant Activation of the NLRP3 Inflammasome Regulates the Functional Deterioration of Hematopoietic Stem Cell Aging								CELL REPORTS				26	4			945	+		10.1016/j.celrep.2018.12.101			JAN 22 2019	2019										7							WOS:000456335100013		
J	Lu, Rong; Czechowicz, Agnieszka; Seita, Jun; Jiang, Du; Weissman, Irving L.								Clonal-level lineage commitment pathways of hematopoietic stem cells in vivo								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				116	4			1447	1456		10.1073/pnas.1801480116			JAN 22 2019	2019										4							WOS:000456336100053		
J	Al Sayed, Mohamad F.; Amrein, Michael A.; Buehrer, Elias D.; Huguenin, Anne-Laure; Radpour, Ramin; Riether, Carsten; Ochsenbein, Adrian F.								T-cell-Secreted TNF alpha Induces Emergency Myelopoiesis and Myeloid-Derived Suppressor Cell Differentiation in Cancer								CANCER RESEARCH				79	2			346	359		10.1158/0008-5472.CAN-17-3026			JAN 15 2019	2019										2							WOS:000456141500006		
J	Zhang, Yu Wei; Cabezas-Wallscheid, Nina								Assessment of Young and Aged Hematopoietic Stem Cell Activity by Competitive Serial Transplantation Assays								Methods in Molecular Biology				2017				193	203		10.1007/978-1-4939-9574-5_15			2019	2019										0							WOS:000487933600016		
J	Berger, Marc G.; Bourgne, Celine								Contribution of Chronic Myeloid Leukaemia (CML) as a Disease Model to Define and Study Clonal Heterogeneity								Advances in Experimental Medicine and Biology				1139				171	185		10.1007/978-3-030-14366-4_10			2019	2019										0							WOS:000471690300011		
J	Jost, Philipp J.; Hoeckendorf, Ulrike								Necroinflammation emerges as a key regulator of hematopoiesis in health and disease								CELL DEATH AND DIFFERENTIATION				26	1			53	67		10.1038/s41418-018-0194-4			JAN 2019	2019										3							WOS:000453235500006		
J	Mann, Mati; Mehta, Arnav; de Boer, Carl G.; Kowalczyk, Monika S.; Lee, Kevin; Haldeman, Pearce; Rogel, Noga; Knecht, Abigail R.; Farouq, Daneyal; Regev, Aviv; Baltimore, David								Heterogeneous Responses of Hematopoietic Stem Cells to Inflammatory Stimuli Are Altered with Age								CELL REPORTS				25	11			2992	+		10.1016/j.celrep.2018.11.056			DEC 11 2018	2018										13							WOS:000452895100008		
J	Heitman, Nicholas; Saxena, Nivedita; Rendl, Michael								Advancing insights into stem cell niche complexities with next-generation technologies								CURRENT OPINION IN CELL BIOLOGY				55				87	95		10.1016/j.ceb.2018.06.012			DEC 2018	2018										5							WOS:000451195000014		
J	Nakagawa, Masahiro Marshall; Davis, Harry; Rathinam, Chozha Vendan								A20 deficiency in multipotent progenitors perturbs quiescence of hematopoietic stem cells								STEM CELL RESEARCH				33				199	205		10.1016/j.scr.2018.10.020			DEC 2018	2018										2							WOS:000452639700032		
J	Zhang, Yifan; Gao, Shuai; Xia, Jun; Liu, Feng								Hematopoietic Hierarchy - An Updated Roadmap								TRENDS IN CELL BIOLOGY				28	12			976	986		10.1016/j.tcb.2018.06.001			DEC 2018	2018										9							WOS:000450302500003		
J	Xiao, Hui; Bartoszek, Krzysztof; Lio, Pietro								Multi-omic analysis of signalling factors in inflammatory comorbidities								BMC BIOINFORMATICS				19						439	10.1186/s12859-018-2413-x			NOV 30 2018	2018						12th International BBCC Conference	DEC 18-20, 2017	BBCC	Naples, ITALY	3							WOS:000451686100001		
J	Upadhaya, Samik; Sawai, Catherine M.; Papalexi, Efthymia; Rashidfarrokhi, Ali; Jang, Geunhyo; Chattopadhyay, Pratip; Satija, Rahul; Reizis, Boris								Kinetics of adult hematopoietic stem cell differentiation in vivo								JOURNAL OF EXPERIMENTAL MEDICINE				215	11			2815	2832		10.1084/jem.20180136			NOV 2018	2018										9							WOS:000449278300012		
J	Ayoub, Edward; Wilson, Michael P.; McGrath, Kathleen E.; Li, Allison J.; Frisch, Benjamin J.; Palis, James; Calvi, Laura M.; Zhang, Yi; Perkins, Archibald S.								EVI1 overexpression reprograms hematopoiesis via upregulation of Spi1 transcription								NATURE COMMUNICATIONS				9						4239	10.1038/s41467-018-06208-y			OCT 12 2018	2018										4							WOS:000447123000015		
J	Belluschi, Serena; Calderbank, Emily F.; Ciaurro, Valerio; Pijuan-Sala, Blanca; Santoro, Antonella; Mende, Nicole; Diamanti, Evangelia; Sham, Kendig Yen Chi; Wang, Xiaonan; Lau, Winnie W. Y.; Jawaid, Wajid; Gottgens, Berthold; Laurenti, Elisa								Myelo-lymphoid lineage restriction occurs in the human haematopoietic stem cell compartment before lymphoid-primed multipotent progenitors								NATURE COMMUNICATIONS				9						4100	10.1038/s41467-018-06442-4			OCT 5 2018	2018										9							WOS:000446493300015		
J	Kato, Hiroki; Itoh-Nakadai, Ari; Matsumoto, Mitsuyo; Ishii, Yusho; Watanabe-Matsui, Miki; Ikeda, Masatoshi; Ebina-Shibuya, Risa; Sato, Yuki; Kobayashi, Masahiro; Nishizawa, Hironari; Suzuki, Katsushi; Muto, Akihiko; Fujiwara, Tohru; Nannya, Yasuhito; Malcovati, Luca; Cazzola, Mario; Ogawa, Seishi; Harigae, Hideo; Igarashi, Kazuhiko								Infection perturbs Bach2-and Bach1-dependent erythroid lineage 'choice' to cause anemia								NATURE IMMUNOLOGY				19	10			1059	+		10.1038/s41590-018-0202-3			OCT 2018	2018										5							WOS:000445968600012		
J	Balcerek, Joanna; Jiang, Jing; Li, Yang; Jiang, Qinqin; Holdreith, Nicholas; Singh, Brijendra; Chandra, Vemika; Lv, Kaosheng; Ren, Jian-gang; Rozenova, Krasimira; Li, Weihua; Greenberg, Roger A.; Tong, Wei								Lnk/Sh2b3 deficiency restores hematopoietic stem cell function and genome integrity in Fancd2 deficient Fanconi anemia								NATURE COMMUNICATIONS				9						3915	10.1038/s41467-018-06380-1			SEP 25 2018	2018										0							WOS:000445561900001		
J	Field, Adam E.; Robertson, Neil A.; Wang, Tina; Havas, Aaron; Ideker, Trey; Adams, Peter D.								DNA Methylation Clocks in Aging: Categories, Causes, and Consequences								MOLECULAR CELL				71	6			882	895		10.1016/j.molcel.2018.08.008			SEP 20 2018	2018										31							WOS:000445103900004		
J	Chen, Xufeng; Zhao, Jingyao; Gu, Chan; Cui, Yu; Dai, Yuling; Song, Guangrong; Liu, Haifeng; Shen, Hao; Liu, Yuanhua; Wang, Yuya; Xing, Huayue; Zhu, Xiaoyan; Hao, Pei; Guo, Fan; Liu, Xiaolong								Med23 serves as a gatekeeper of the myeloid potential of hematopoietic stem cells								NATURE COMMUNICATIONS				9						3746	10.1038/s41467-018-06282-2			SEP 14 2018	2018										0							WOS:000444554800003		
J	Tamirisa, Srividya; Papagiannouli, Fani; Rempel, Eugen; Ermakova, Olga; Trost, Nils; Zhou, Jun; Mundorf, Juliane; Brunel, Samantha; Ruhland, Naima; Boutros, Michael; Lohmann, Jan U.; Lohmann, Ingrid								Decoding the Regulatory Logic of the Drosophila Male Stem Cell System								CELL REPORTS				24	11			3072	3086		10.1016/j.celrep.2018.08.013			SEP 11 2018	2018										1							WOS:000444267600023		
J	Paredes, Roberto; Schneider, Marion; Stevens, Adam; White, Daniel J.; Williamson, Andrew J. K.; Muter, Joanne; Pearson, Stella; Kelly, James R.; Connors, Kathleen; Wiseman, Daniel H.; Chadwick, John A.; Loeffler, Harald; Teng, Hsiang Ying; Lovell, Simon; Unwin, Richard; van de Vrugt, Henri J.; Smith, Helen; Kustikova, Olga; Schambach, Axel; Somervaille, Tim C. P.; Pierce, Andrew; Whetton, Anthony D.; Meyer, Stefan								EVI1 carboxy-terminal phosphorylation is ATM-mediated and sustains transcriptional modulation and self-renewal via enhanced CtBP1 association								NUCLEIC ACIDS RESEARCH				46	15			7662	7674		10.1093/nar/gky536			SEP 6 2018	2018										2							WOS:000444148100020		
J	Govindarajah, Vinothini; Reynaud, Damien								Tuning of the Hematopoietic Stem Cell Compartment in its Inflammatory Environment								CURRENT STEM CELL REPORTS				4	3			189	200		10.1007/s40778-018-0131-y			SEP 2018	2018										1							WOS:000461119200001		
J	Grace, Clea S.; Mikkola, Hanna K. A.; Dou, Diana R.; Calvanese, Vincenzo; Ronn, Roger E.; Purton, Louise E.								Protagonist or antagonist? The complex roles of retinoids in the regulation of hematopoietic stem cells and their specification from pluripotent stem cells								EXPERIMENTAL HEMATOLOGY				65				1	16		10.1016/j.exphem.2018.06.287			SEP 2018	2018										2							WOS:000444783300001		
J	Hui, Tony; Cao, Qi; Wegrzyn-Woltosz, Joanna; O'Neill, Kieran; Hammond, Colin A.; Knapp, David J. H. F.; Laks, Emma; Moksa, Michelle; Aparicio, Samuel; Eaves, Connie J.; Karsan, Aly; Hirst, Martin								High-Resolution Single-Cell DNA Methylation Measurements Reveal Epigenetically Distinct Hematopoietic Stem Cell Subpopulations								STEM CELL REPORTS				11	2			578	592		10.1016/j.stemcr.2018.07.003			AUG 14 2018	2018										7							WOS:000441583100022		
J	Piragyte, Indre; Clapes, Thomas; Polyzou, Aikaterini; Geltink, Ramon I. Klein; Lefkopoulos, Stylianos; Yin, Na; Cauchy, Pierre; Curtis, Jonathan D.; Klaeyle, Lheanna; Langa, Xavier; Beckmann, Cora C. A.; Wlodarski, Marcin W.; Mueller, Patrick; Van Essen, Dominic; Rambold, Angelika; Kapp, Friedrich G.; Mione, Marina; Buescher, Joerg M.; Pearce, Erika L.; Polyzos, Alexander; Trompouki, Eirini								A metabolic interplay coordinated by HLX regulates myeloid differentiation and AML through partly overlapping pathways								NATURE COMMUNICATIONS				9						3090	10.1038/s41467-018-05311-4			AUG 6 2018	2018										4							WOS:000440777000020		
J	Langstein, Jens; Milsom, Michael D.; Lipka, Daniel B.								Impact of DNA methylation programming on normal and pre-leukemic hematopoiesis								SEMINARS IN CANCER BIOLOGY				51				89	100		10.1016/j.semcancer.2017.09.008			AUG 2018	2018										3							WOS:000442066000010		
J	Lauridsen, Felicia Kathrine Bratt; Jensen, Tanja Lyholm; Rapin, Nicolas; Aslan, Derya; Wilhelmson, Anna Sofia; Pundhir, Sachin; Rehn, Matilda; Paul, Franziska; Giladi, Amir; Hasemann, Marie Sigurd; Serup, Palle; Amit, Ido; Porse, Bo Torben								Differences in Cell Cycle Status Underlie Transcriptional Heterogeneity in the HSC Compartment								CELL REPORTS				24	3			766	780		10.1016/j.celrep.2018.06.057			JUL 17 2018	2018										5							WOS:000438978700022		
