J	Attig, Jan; Ule, Jernej								Genomic Accumulation of Retrotransposons Was Facilitated by Repressive RNA-Binding Proteins: A Hypothesis								BIOESSAYS				41	2					1800132	10.1002/bies.201800132			FEB 2019	2019										3							WOS:000458901800003		
J	Das, Urmi; Nguyen, Hai; Xie, Jiuyong								Transcriptome protection by the expanded family of hnRNPs								RNA BIOLOGY				16	2			155	159		10.1080/15476286.2018.1564617			FEB 1 2019	2019										1							WOS:000458005200001		
J	Krchnakova, Zuzana; Thakur, Prasoon Kumar; Krausova, Michaela; Bieberstein, Nicole; Haberman, Nejc; Mueller-McNicoll, Michaela; Stanek, David								Splicing of long non-coding RNAs primarily depends on polypyrimidine tract and 5 splice-site sequences due to weak interactions with SR proteins								NUCLEIC ACIDS RESEARCH				47	2			911	928		10.1093/nar/gky1147			JAN 25 2019	2019										2							WOS:000467959100034		
J	Ehrmann, Ingrid; Crichton, James H.; Gazzara, Matthew R.; James, Katherine; Liu, Yilei; Grellscheid, Sushma Nagaraja; Curk, Tomaz; de Rooij, Dirk; Steyn, Jannetta S.; Cockell, Simon; Adams, Ian R.; Barash, Yoseph; Elliott, David J.								An ancient germ cell-specific RNA-binding protein protects the germline from cryptic splice site poisoning								ELIFE				8						e39304	10.7554/eLife.39304			JAN 24 2019	2019										1							WOS:000456699100001		
J	Payer, Lindsay M.; Steranka, Jared P.; Ardeljan, Daniel; Walker, JaNiece; Fitzgerald, Kathryn C.; Calabresi, Peter A.; Cooper, Thomas A.; Burns, Kathleen H.								Alu insertion variants alter mRNA splicing								NUCLEIC ACIDS RESEARCH				47	1			421	431		10.1093/nar/gky1086			JAN 10 2019	2019										7							WOS:000462586700037		
J	Sarbanes, Stephanie L.; Le Pen, Jeremie; Rice, Charles M.								Friend and foe, HNRNPC takes on immunostimulatory RNAs in breast cancer cells								EMBO JOURNAL				37	23					e100923	10.15252/embj.2018100923			DEC 3 2018	2018										1							WOS:000451913500013		
J	Wu, Yusheng; Zhao, Wenwei; Liu, Yang; Tan, Xiangtian; Li, Xin; Zou, Qin; Xiao, Zhengtao; Xu, Hui; Wang, Yuting; Yang, Xuerui								Function of HNRNPC in breast cancer cells by controlling the dsRNA-induced interferon response								EMBO JOURNAL				37	23					e99017	10.15252/embj.201899017			DEC 3 2018	2018										9							WOS:000451913500002		
J	Drewe-Boss, Philipp; Wessels, Hans-Hermann; Ohler, Uwe								omniCLIP: probabilistic identification of protein-RNA interactions from CLIP-seq data								GENOME BIOLOGY				19						183	10.1186/s13059-018-1521-2			NOV 1 2018	2018										0							WOS:000449087900001		
J	Saze, Hidetoshi								Epigenetic regulation of intragenic transposable elements: a two-edged sword								JOURNAL OF BIOCHEMISTRY				164	5			323	328		10.1093/jb/mvy060			NOV 2018	2018										3							WOS:000449471000001		
J	Ebrahimi, Diako; Richards, Christopher M.; Carpenter, Michael A.; Wang, Jiayi; Ikeda, Terumasa; Becker, Jordan T.; Cheng, Adam Z.; McCann, Jennifer L.; Shaban, Nadine M.; Salamango, Daniel J.; Starrett, Gabriel J.; Lingappa, Jairam R.; Yong, Jeongsik; Brown, William L.; Harris, Reuben S.								Genetic and mechanistic basis for APOBEC3H alternative splicing, retrovirus restriction, and counteraction by HIV-1 protease								NATURE COMMUNICATIONS				9						4137	10.1038/s41467-018-06594-3			OCT 8 2018	2018										1							WOS:000446566800006		
J	Lee, Shih-Han; Singh, Irtisha; Tisdale, Sarah; Abdel-Wahab, Omar; Leslie, Christina S.; Mayr, Christine								Widespread intronic polyadenylation inactivates tumour suppressor genes in leukaemia								NATURE				561	7721			127	+		10.1038/s41586-018-0465-8			SEP 6 2018	2018										24							WOS:000443755200045		
J	Ule, Jernej; Hwang, Hun-Way; Darnell, Robert B.								The Future of Cross-Linking and Immunoprecipitation (CLIP)								COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY				10	8					a032243	10.1101/cshperspect.a032243			AUG 2018	2018										14							WOS:000440493200012		
J	Kralovicova, Jana; Sevcikova, Ivana; Stejskalova, Eva; Obuca, Mina; Hiller, Michael; Stanek, David; Vorechovsky, Igor								PUF60-activated exons uncover altered 3 ' splice-site selection by germline missense mutations in a single RRM								NUCLEIC ACIDS RESEARCH				46	12			6166	6187		10.1093/nar/gky389			JUL 6 2018	2018										2							WOS:000438397200029		
J	Zarnack, Kathi; Mueller-McNicoll, Michaela								High-Throughput Screens for cis-Acting RNA Sequence Elements That Promote Nuclear Retention								BIOCHEMISTRY				57	26			3542	3543		10.1021/acs.biochem.8b00479			JUL 3 2018	2018										0							WOS:000438312500003		
J	Dang Vinh Do; Strauss, Bernhard; Cukuroglu, Engin; Macaulay, Iain; Wee, Keng Boon; Hu, Tim Xiaoming; Igor, Ruiz De Los Mozos; Lee, Caroline; Harrison, Andrew; Butler, Richard; Dietmann, Sabine; Jernej, Ule; Marioni, John; Smith, Christopher W. J.; Goke, Jonathan; Surani, M. Azim								SRSF3 maintains transcriptome integrity in oocytes by regulation of alternative splicing and transposable elements								CELL DISCOVERY				4						33	10.1038/s41421-018-0032-3			JUN 19 2018	2018										5							WOS:000436573600001		
J	Shen, Shao-Ming; Ji, Yan; Zhang, Cheng; Dong, Shuang-Shu; Yang, Shuo; Xiong, Zhong; Ge, Meng-Kai; Yu, Yun; Xia, Li; Guo, Meng; Cheng, Jin-Ke; Liu, Jun-Ling; Yu, Jian-Xiu; Chen, Guo-Qiang								Nuclear PTEN safeguards pre-mRNA splicing to link Golgi apparatus for its tumor suppressive role								NATURE COMMUNICATIONS				9						2392	10.1038/s41467-018-04760-1			JUN 19 2018	2018										9							WOS:000435538500010		
J	McClory, Sean P.; Lynch, Kristen W.; Ling, Jonathan P.								HnRNP L represses cryptic exons								RNA				24	6			761	768		10.1261/rna.065508.117			JUN 2018	2018										5							WOS:000436090100001		
J	Lei, Lei; Cao, Wenguang; Liu, Ling; Das, Urmi; Wu, Yujia; Liu, Guodong; Sohail, Muhammad; Chen, Yangjun; Xie, Jiuyong								Multilevel Differential Control of Hormone Gene Expression Programs by hnRNP L and LL in Pituitary Cells								MOLECULAR AND CELLULAR BIOLOGY				38	12					UNSP e00651	10.1128/MCB.00651-17			JUN 2018	2018										3							WOS:000433419600005		
J	Howard, Jonathan M.; Lin, Hai; Wallace, Andrew J.; Kim, Garam; Draper, Jolene M.; Haeussler, Maximilian; Katzman, Sol; Toloue, Masoud; Liu, Yunlong; Sanford, Jeremy R.								HNRNPA1 promotes recognition of splice site decoys by U2AF2 in vivo								GENOME RESEARCH				28	5			689	698		10.1101/gr.229062.117			MAY 2018	2018										6							WOS:000436081800010		
J	Sutandy, F. X. Reymond; Ebersberger, Stefanie; Huang, Lu; Busch, Anke; Bach, Maximilian; Kang, Hyun-Seo; Fallmann, Joerg; Maticzka, Daniel; Backofen, Rolf; Stadler, Peter F.; Zarnack, Kathi; Sattler, Michael; Legewie, Stefan; Koenig, Julian								In vitro iCLIP-based modeling uncovers how the splicing factor U2AF2 relies on regulation by cofactors								GENOME RESEARCH				28	5			699	713		10.1101/gr.229757.117			MAY 2018	2018										12							WOS:000436081800011		
J	Singh, Irtisha; Lee, Shih-Han; Sperling, Adam S.; Samur, Mehmet K.; Tai, Yu-Tzu; Fulciniti, Mariateresa; Munshi, Nikhil C.; Mayr, Christine; Leslie, Christina S.								Widespread intronic polyadenylation diversifies immune cell transcriptomes								NATURE COMMUNICATIONS				9						1716	10.1038/s41467-018-04112-z			APR 30 2018	2018										20							WOS:000431113000004		
J	Rambout, Xavier; Dequiedt, Franck; Maquat, Lynne E.								Beyond Transcription: Roles of Transcription Factors in Pre-mRNA Splicing								CHEMICAL REVIEWS				118	8			4339	4364		10.1021/acs.chemrev.7b00470			APR 25 2018	2018										3							WOS:000431095200005		
J	Jalali, Saakshi; Gandhi, Shrey; Scaria, Vinod								Distinct and Modular Organization of Protein Interacting Sites in Long Non-coding RNAs								FRONTIERS IN MOLECULAR BIOSCIENCES				5						UNSP 27	10.3389/fmolb.2018.00027			APR 4 2018	2018										2							WOS:000455238700001		
J	Gruber, Andreas J.; Schmidt, Ralf; Ghosh, Souvik; Martin, Georges; Gruber, Andreas R.; van Nimwegen, Erik; Zavolan, Mihaela								Discovery of physiological and cancer-related regulators of 3 ' UTR processing with KAPAC								GENOME BIOLOGY				19						44	10.1186/s13059-018-1415-3			MAR 28 2018	2018										2							WOS:000428577100001		
J	Agostini, Federico; Ule, Jernej; Zagalak, Julian A.								No way out: when RNA elements promote nuclear retention								EMBO JOURNAL				37	6					e99123	10.15252/embj.201899123			MAR 15 2018	2018										0							WOS:000427595200008		
J	Lubelsky, Yoav; Ulitsky, Igor								Sequences enriched in Alu repeats drive nuclear localization of long RNAs in human cells								NATURE				555	7694			107	+		10.1038/nature25757			MAR 1 2018	2018										51							WOS:000426247600041		
J	Dotu, Ivan; Adamson, Scott I.; Coleman, Benjamin; Fournier, Cyril; Ricart-Altimiras, Emma; Eyras, Eduardo; Chuang, Jeffrey H.								SARNAclust: Semi-automatic detection of RNA protein binding motifs from immunoprecipitation data								PLOS COMPUTATIONAL BIOLOGY				14	3					e1006078	10.1371/journal.pcbi.1006078			MAR 2018	2018										2							WOS:000428885200058		
J	Ji, Xinjun; Humenik, Jesse; Yang, Daphne; Liebhaber, Stephen A.								PolyC-binding proteins enhance expression of the CDK2 cell cycle regulatory protein via alternative splicing								NUCLEIC ACIDS RESEARCH				46	4			2030	2044		10.1093/nar/gkx1255			FEB 28 2018	2018										2							WOS:000426293300040		
J	Jourdy, Yohann; Janin, Alexandre; Fretigny, Mathilde; Lienhart, Anne; Negrier, Claude; Bozon, Dominique; Vinciguerra, Christine								Reccurrent F8 Intronic Deletion Found in Mild Hemophilia A Causes Alu Exonization								AMERICAN JOURNAL OF HUMAN GENETICS				102	2			199	206		10.1016/j.ajhg.2017.12.010			FEB 1 2018	2018										4							WOS:000424407600001		
J	Chakrabarti, Anob M.; Haberman, Nejc; Praznik, Arne; Luscombe, Nicholas M.; Ule, Jernej								Data Science Issues in Studying Protein-RNA Interactions with CLIP Technologies								Annual Review of Biomedical Data Science				1				235	261		10.1146/annurev-biodatasci-080917-013525			2018	2018										8							WOS:000466876200011		
J	Bergsma, Atze J.; van der Wal, Erik; Broeders, Mike; van der Ploeg, Ans T.; Pijnappel, W. W. M. Pim								Alternative Splicing in Genetic Diseases: Improved Diagnosis and Novel Treatment Options								International Review of Cell and Molecular Biology				335				85	141		10.1016/bs.ircmb.2017.07.008			2018	2018										6							WOS:000435707200003		
J	Singh, Ravindra N.; Singh, Natalia N.								Mechanism of Splicing Regulation of Spinal Muscular Atrophy Genes								Advances in Neurobiology				20				31	61		10.1007/978-3-319-89689-2_2			2018	2018										12							WOS:000444257700003		
J	Krakau, Sabrina; Richard, Hugues; Marsico, Annalisa								PureCLIP: capturing target-specific protein-RNA interaction footprints from single-nucleotide CLIP-seq data								GENOME BIOLOGY				18						240	10.1186/s13059-017-1364-2			DEC 28 2017	2017										7							WOS:000418818400002		
J	Teixeira, Felipe Karam; Okuniewska, Martyna; Malone, Colin D.; Coux, Remi-Xavier; Rio, Donald C.; Lehmann, Ruth								piRNA-mediated regulation of transposon alternative splicing in the soma and germ line								NATURE				552	7684			268	+		10.1038/nature25018			DEC 14 2017	2017										26							WOS:000418029500050		
J	Singh, Natalia N.; del Rio-Malewski, Jose Bruno; Luo, Diou; Ottesen, Eric W.; Howell, Matthew D.; Singh, Ravindra N.								Activation of a cryptic 5 ' splice site reverses the impact of pathogenic splice site mutations in the spinal muscular atrophy gene								NUCLEIC ACIDS RESEARCH				45	21			12214	12240		10.1093/nar/gkx824			DEC 1 2017	2017										12							WOS:000417691300019		
J	Lu, Yang Young; Lv, Jinchi; Fuhrman, Jed A.; Sun, Fengzhu								Towards enhanced and interpretable clustering/classification in integrative genomics								NUCLEIC ACIDS RESEARCH				45	20					e169	10.1093/nar/gkx767			NOV 16 2017	2017										1							WOS:000416164300003		
J	Ottesen, Eric W.; Seo, Joonbae; Singh, Natalia N.; Singh, Ravindra N.								A Multilayered Control of the Human Survival Motor Neuron Gene Expression by Alu Elements								FRONTIERS IN MICROBIOLOGY				8						2252	10.3389/fmicb.2017.02252			NOV 15 2017	2017										5							WOS:000415145800003		
J	Lapointe, Christopher P.; Preston, Melanie A.; Wilinski, Daniel; Saunders, Harriet A. J.; Campbell, Zachary T.; Wickens, Marvin								Architecture and dynamics of overlapped RNA regulatory networks								RNA				23	11			1636	1647		10.1261/rna.062687.117			NOV 2017	2017										11							WOS:000412996100004		
J	Meyer, Katja; Koester, Tino; Nolte, Christine; Weinholdt, Claus; Lewinski, Martin; Grosse, Ivo; Staiger, Dorothee								Adaptation of iCLIP to plants determines the binding landscape of the clock-regulated RNA-binding protein AtGRP7								GENOME BIOLOGY				18						204	10.1186/s13059-017-1332-x			OCT 31 2017	2017										22							WOS:000413970400001		
J	Banerjee, Ayan; Vest, Katherine E.; Pavlath, Grace K.; Corbett, Anita H.								Nuclear poly(A) binding protein 1 (PABPN1) and Matrin3 interact in muscle cells and regulate RNA processing								NUCLEIC ACIDS RESEARCH				45	18			10706	10725		10.1093/nar/gkx786			OCT 13 2017	2017										13							WOS:000413107400031		
J	Peng, W-X; Koirala, P.; Mo, Y-Y								LncRNA-mediated regulation of cell signaling in cancer								ONCOGENE				36	41			5661	5667		10.1038/onc.2017.184			OCT 12 2017	2017										130							WOS:000412843900001		
J	Ilik, Ibrahim Avsar; Maticzka, Daniel; Georgiev, Plamen; Gutierrez, Noel Marie; Backofen, Rolf; Akhtar, Asifa								A mutually exclusive stem-loop arrangement in roX2 RNA is essential for X-chromosome regulation in Drosophila								GENES & DEVELOPMENT				31	19			1973	1987		10.1101/gad.304600.117			OCT 1 2017	2017										9							WOS:000414054000005		
J	Zheng, Qingliang; Hou, Jin; Zhou, Ye; Li, Zhenyang; Cao, Xuetao								The RNA helicase DDX46 inhibits innate immunity by entrapping m(6)A-demethylated antiviral transcripts in the nucleus								NATURE IMMUNOLOGY				18	10			1094	+		10.1038/ni.3830			OCT 2017	2017										39							WOS:000411134000014		
J	Zhang, Zijun; Xing, Yi								CLIP-seq analysis of multi-mapped reads discovers novel functional RNA regulatory sites in the human transcriptome								NUCLEIC ACIDS RESEARCH				45	16			9260	9271		10.1093/nar/gkx646			SEP 19 2017	2017										9							WOS:000411096400010		
J	Shi, Min; Zhang, Heng; Wu, Xudong; He, Zhisong; Wang, Lantian; Yin, Shanye; Tian, Bin; Li, Guohui; Cheng, Hong								ALYREF mainly binds to the 5 ' and the 3 ' regions of the mRNA in vivo								NUCLEIC ACIDS RESEARCH				45	16			9640	9653		10.1093/nar/gkx597			SEP 19 2017	2017										17							WOS:000411096400037		
J	Uemura, Yuri; Oshima, Takuya; Yamamoto, Munetaka; Reyes, Charles Jourdan; Cruz, Pedro Henrique Costa; Shibuya, Toshiharu; Kawahara, Yukio								Matrin3 binds directly to intronic pyrimidine-rich sequences and controls alternative splicing								GENES TO CELLS				22	9			785	798		10.1111/gtc.12512			SEP 2017	2017										6							WOS:000416112600002		
J	Savisaar, Rosina; Hurst, Laurence D.								Estimating the prevalence of functional exonic splice regulatory information								HUMAN GENETICS				136	9			1059	1078		10.1007/s00439-017-1798-3			SEP 2017	2017										6							WOS:000410757000004		
J	Milek, Miha; Imami, Koshi; Mukherjee, Neelanjan; De Bortoli, Francesca; Zinnall, Ulrike; Hazapis, Orsalia; Trahan, Christian; Oeffinger, Marlene; Heyd, Florian; Ohler, Uwe; Selbach, Matthias; Landthaler, Markus								DDX54 regulates transcriptome dynamics during DNA damage response								GENOME RESEARCH				27	8			1344	1359		10.1101/gr.218438.116			AUG 2017	2017										8							WOS:000406354300006		
J	Ottens, Franziska; Boehm, Volker; Sibley, Christopher R.; Ule, Jernej; Gehring, Niels H.								Transcript-specific characteristics determine the contribution of endo- and exonucleolytic decay pathways during the degradation of nonsense-mediated decay substrates								RNA				23	8			1224	1236		10.1261/rna.059659.116			AUG 2017	2017										10							WOS:000405999100008		
J	Park, Eddie; Guo, Jiguang; Shen, Shihao; Demirdjian, Levon; Wu, Ying Nian; Lin, Lan; Xing, Yi								Population and allelic variation of A-to-I RNA editing in human transcriptomes								GENOME BIOLOGY				18						143	10.1186/s13059-017-1270-7			JUL 31 2017	2017										13							WOS:000406533000001		
J	Larsen, Peter A.; Lutz, Michael W.; Hunnicutt, Kelsie E.; Mihovilovic, Mirta; Saunders, Ann M.; Yoder, Anne D.; Roses, Allen D.								The Alu neurodegeneration hypothesis: A primate-specific mechanism for neuronal transcription noise, mitochondrial dysfunction, and manifestation of neurodegenerative disease								ALZHEIMERS & DEMENTIA				13	7			828	838		10.1016/j.jalz.2017.01.017			JUL 2017	2017										16							WOS:000404559300011		
J	Rossi, Annalisa; Moro, Albertomaria; Tebaldi, Toma; Cornella, Nicola; Gasperini, Lisa; Lunelli, Lorenzo; Quattrone, Alessandro; Viero, Gabriella; Macchi, Paolo								Identification and dynamic changes of RNAs isolated from RALY-containing ribonucleoprotein complexes								NUCLEIC ACIDS RESEARCH				45	11			6775	6792		10.1093/nar/gkx235			JUN 20 2017	2017										6							WOS:000403693000054		
J	Aviner, Ranen; Hofmann, Sarah; Elman, Tamar; Shenoy, Anjana; Geiger, Tamar; Elkon, Ran; Ehrlich, Marcelo; Elroy-Stein, Orna								Proteomic analysis of polyribosomes identifies splicing factors as potential regulators of translation during mitosis								NUCLEIC ACIDS RESEARCH				45	10			5945	5957		10.1093/nar/gkx326			JUN 2 2017	2017										10							WOS:000402510700042		
J	Humphrey, Jack; Emmett, Warren; Fratta, Pietro; Isaacs, Adrian M.; Plagnol, Vincent								Quantitative analysis of cryptic splicing associated with TDP-43 depletion								BMC MEDICAL GENOMICS				10						38	10.1186/s12920-017-0274-1			MAY 26 2017	2017										18							WOS:000405798700001		
J	Li, Bo; Tambe, Akshay; Aviran, Sharon; Pachter, Lior								PROBer Provides a General Toolkit for Analyzing Sequencing-Based Toeprinting Assays								CELL SYSTEMS				4	5			568	+		10.1016/j.cels.2017.04.007			MAY 24 2017	2017										8							WOS:000402755600012		
J	Aktas, Tugce; Ilik, Ibrahim Avsar; Maticzka, Daniel; Bhardwaj, Vivek; Rodrigues, Cecilia Pessoa; Mittler, Gerhard; Manke, Thomas; Backofen, Rolf; Akhtar, Asifa								DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome								NATURE				544	7648			115	+		10.1038/nature21715			APR 6 2017	2017										91							WOS:000398323300044		
J	Shen, Yuan; Liu, Shanshan; Fan, Jiao; Jin, Yinghua; Tian, Baolei; Zheng, Xiaofei; Fu, Hanjiang								Nuclear retention of the lncRNA SNHG1 by doxorubicin attenuates hnRNPC-p53 protein interactions								EMBO REPORTS				18	4			536	548		10.15252/embr.201643139			APR 2017	2017										20							WOS:000399327500008		
J	Schultz, Astrid-Solveig; Preussner, Marco; Bunse, Mario; Karni, Rotem; Heyd, Florian								Activation-Dependent TRAF3 Exon 8 Alternative Splicing Is Controlled by CELF2 and hnRNP C Binding to an Upstream Intronic Element								MOLECULAR AND CELLULAR BIOLOGY				37	7					UNSP e00488	10.1128/MCB.00488-16			APR 2017	2017										3							WOS:000397578200005		
