PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Cortese, Andrea; Simone, Roberto; Sullivan, Roisin; Vandrovcova, Jana; Tariq, Huma; Yan, Yau Way; Humphrey, Jack; Jaunmuktane, Zane; Sivakumar, Prasanth; Polke, James; Ilyas, Muhammad; Tribollet, Eloise; Tomaselli, Pedro J.; Devigili, Grazia; Callegari, Ilaria; Versino, Maurizio; Salpietrol, Vincenzo; Efthymiou, Stephanie; Kaski, Diego; Wood, Nick W.; Andrade, Nadja S.; Buglo, Elena; Rebelo, Adriana; Rossor, Alexander M.; Bronstein, Adolfo; Fratta, Pietro; Marques, Wilson J.; Zuchner, Stephan; Reilly, Mary M.; Houlden, Henry								Biallelic expansion of an intronic repeat in RFC1 is a common cause of late-onset ataxia								NATURE GENETICS				51	4			649	+		10.1038/s41588-019-0372-4			APR 2019	2019										14							WOS:000462767500012		
J	Ramirez, Alfred K.; Dankel, Simon; Cai, Weikang; Sakaguchi, Masaji; Kasif, Simon; Kahn, C. Ronald								Membrane metallo-endopeptidase (Neprilysin) regulates inflammatory response and insulin signaling in white preadipocytes								MOLECULAR METABOLISM				22				21	36		10.1016/j.molmet.2019.01.006			APR 2019	2019										0							WOS:000462357400003		
J	de Carvalho, L. M.; Borelli, G.; Camargo, A. P.; de Assis, M. A.; de Ferraz, S. M. F.; Fiamenghi, M. B.; Jose, J.; Mofatto, L. S.; Nagamatsu, S. T.; Persinoti, G. F.; Silva, N. V.; Vasconcelos, A. A.; Pereira, G. A. G.; Carazzolle, M. F.								Bioinformatics applied to biotechnology: A review towards bioenergy research								BIOMASS & BIOENERGY				123				195	224		10.1016/j.biombioe.2019.02.016			APR 2019	2019										1							WOS:000461639100018		
J	Shafi, Adib; Nguyen, Tin; Peyvandipour, Azam; Nguyen, Hung; Draghici, Sorin								A Multi-Cohort and Multi-Omics Meta-Analysis Framework to Identify Network-Based Gene Signatures								FRONTIERS IN GENETICS				10						159	10.3389/fgene.2019.00159			MAR 19 2019	2019										1							WOS:000461747100001		
J	Harrison, Benjamin J.; Park, Juw Won; Gomes, Cynthia; Petruska, Jeffrey C.; Sapio, Matthew R.; Iadarola, Michael J.; Chariker, Julia H.; Rouchka, Eric C.								Detection of Differentially Expressed Cleavage Site Intervals Within 3 ' Untranslated Regions Using CSI-UTR Reveals Regulated Interaction Motifs								FRONTIERS IN GENETICS				10						182	10.3389/fgene.2019.00182			MAR 12 2019	2019										1							WOS:000460886300001		
J	Owen, Nicholas; Moosajee, Mariya								RNA-sequencing in ophthalmology research: considerations for experimental design and analysis								THERAPEUTIC ADVANCES IN OPHTHALMOLOGY				11						2515841419835460	10.1177/2515841419835460			MAR 2019	2019										0							WOS:000478586300001		
J	Merino, Gabriela A.; Conesa, Ana; Fernandez, Elmer A.								A benchmarking of workflows for detecting differential splicing and differential expression at isoform level in human RNA-seq studies								BRIEFINGS IN BIOINFORMATICS				20	2			471	481		10.1093/bib/bbx122			MAR 2019	2019										3							WOS:000462706200013		
J	Healy, Timothy M.; Schulte, Patricia M.								Patterns of alternative splicing in response to cold acclimation in fish								JOURNAL OF EXPERIMENTAL BIOLOGY				222	5					UNSP jeb193516	10.1242/jeb.193516			MAR 2019	2019										1							WOS:000461414600017		
J	Wai, Htoo; Douglas, Andrew G. L.; Baralle, Diana								RNA splicing analysis in genomic medicine								INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY				108				61	71		10.1016/j.biocel.2018.12.009			MAR 2019	2019										2							WOS:000459643900009		
J	Frazao, Josias B.; Colombo, Martino; Simillion, Cedric; Bilican, Adem; Keller, Irene; Wuethrich, Daniel; Zhu, Zhiqing; Okoniewski, Michal J.; Bruggmann, Remy; Condino-Neto, Antonio; Newburger, Peter E.								Gene expression in chronic granulomatous disease and interferon-gamma receptor-deficient cells treated in vitro with interferon-gamma								JOURNAL OF CELLULAR BIOCHEMISTRY				120	3			4321	4332		10.1002/jcb.27718			MAR 2019	2019										0							WOS:000458459600163		
J	Wolfe, Sarah A.; Farris, Sean P.; Mayfield, Joshua E.; Heaney, Chelcie F.; Erickson, Emma K.; Harris, R. Adron; Mayfield, R. Dayne; Raab-Graham, Kimberly F.								Ethanol and a rapid-acting antidepressant produce overlapping changes in exon expression in the synaptic transcriptome								NEUROPHARMACOLOGY				146				289	299		10.1016/j.neuropharm.2018.11.007			MAR 1 2019	2019										0							WOS:000457663900028		
J	Song, Qi A.; Catlin, Nathan S.; Barbazuk, W. Brad; Li, Song								Computational analysis of alternative splicing in plant genomes								GENE				685				186	195		10.1016/j.gene.2018.10.026			FEB 15 2019	2019										0							WOS:000455692300024		
J	Soneson, Charlotte; Love, Michael I.; Patro, Rob; Hussain, Shobbir; Malhotra, Dheeraj; Robinson, Mark D.								A junction coverage compatibility score to quantify the reliability of transcript abundance estimates and annotation catalogs								LIFE SCIENCE ALLIANCE				2	1					e201800175	10.26508/lsa.201800175			FEB 2019	2019										5							WOS:000457337300009		
J	Klim, Joseph R.; Williams, Luis A.; Limone, Francesco; San Juan, Irune Guerra; Davis-Dusenbery, Brandi N.; Mordes, Daniel A.; Burberry, Aaron; Steinbaugh, Michael J.; Gamage, Kanchana K.; Kirchner, Rory; Moccia, Rob; Casse, Seth H.; Chen, Kuchuan; Wainger, Brian J.; Woolf, Clifford J.; Eggan, Kevin								ALS-implicated protein TDP-43 sustains levels of STMN2, a mediator of motor neuron growth and repair								NATURE NEUROSCIENCE				22	2			167	+		10.1038/s41593-018-0300-4			FEB 2019	2019										17							WOS:000456750100004		
J	Zhang, Shiyong; Li, Xiang; Pan, Jianlin; Wang, Minghua; Zhong, Liqiang; Wang, Jiang; Qin, Qin; Liu, Hongyan; Shao, Junjie; Chen, Xiaohui; Bian, Wenji								Use of comparative transcriptome analysis to identify candidate genes related to albinism in channel catfish (Ictalurus punctatus)								AQUACULTURE				500				75	81		10.1016/j.aquaculture.2018.09.055			FEB 1 2019	2019										1							WOS:000452969500009		
J	Han, Seonggyun; Miller, Jason E.; Byun, Seyoun; Kim, Dokyoon; Risacher, Shannon L.; Saykin, Andrew J.; Lee, Younghee; Nho, Kwangsik		Alzheimer's Dis Neuroimaging Initi						Identification of exon skipping events associated with Alzheimer's disease in the human hippocampus								BMC MEDICAL GENOMICS				12						13	10.1186/s12920-018-0453-8			JAN 31 2019	2019						International Conference on Intelligent Biology and Medicine (ICIBM) - Medical Genomics	JUN 10-12, 2018		Los Angeles, CA	0							WOS:000457463500005		
J	Akhtar, Junaid; Kreim, Nastasja; Marini, Federico; Mohana, Giriram; Bruene, Daniel; Binder, Harald; Roignant, Jean-Yves								Promoter-proximal pausing mediated by the exon junction complex regulates splicing								NATURE COMMUNICATIONS				10						521	10.1038/s41467-019-08381-0			JAN 31 2019	2019										1							WOS:000457291300009		
J	Oh, Sunghee; Li, Congjun; Baldwin, Ransom L.; Song, Seongho; Liu, Fang; Li, Robert W.								Temporal dynamics in meta longitudinal RNA-Seq data								SCIENTIFIC REPORTS				9						763	10.1038/s41598-018-37397-7			JAN 24 2019	2019										0							WOS:000456554600202		
J	Ye, Wenbin; Long, Yuqi; Ji, Guoli; Su, Yaru; Ye, Pengchao; Fu, Hongjuan; Wu, Xiaohui								Cluster analysis of replicated alternative polyadenylation data using canonical correlation analysis								BMC GENOMICS				20						75	10.1186/s12864-019-5433-7			JAN 22 2019	2019										0							WOS:000456396300002		
J	Van den Berge, Koen; Hembach, Katharina M.; Soneson, Charlotte; Tiberi, Simone; Clement, Lieven; Love, Michael I.; Patro, Rob; Robinson, Mark D.								RNA Sequencing Data: Hitchhiker's Guide to Expression Analysis								Annual Review of Biomedical Data Science				2				139	173		10.1146/annurev-biodatasci-072018-021255			2019	2019										0							WOS:000484798500007		
