J	Saudemont, Baptiste; Popa, Alexandra; Parmley, Joanna L.; Rocher, Vincent; Blugeon, Corinne; Necsulea, Anamaria; Meyer, Eric; Duret, Laurent								The fitness cost of mis-splicing is the main determinant of alternative splicing patterns								GENOME BIOLOGY				18						208	10.1186/s13059-017-1344-6			OCT 31 2017	2017										18							WOS:000413970800003		
J	Zhang, Lei; Liu, XiaoRui; Liu, JunZe; Ma, Li; Zhou, ZhanQin; Song, YuXuan; Cao, BinYun								The developmental transcriptome landscape of receptive endometrium during embryo implantation in dairy goats								GENE				633				82	95		10.1016/j.gene.2017.08.026			OCT 30 2017	2017										6							WOS:000412961400012		
J	Tan, Meng How; Li, Qin; Shanmugam, Raghuvaran; Piskol, Robert; Kohler, Jennefer; Young, Amy N.; Liu, Kaiwen Ivy; Zhang, Rui; Amaswami, Gokul R.; Ariyoshi, Kentaro; Gupte, Ankita; Keegan, Liam P.; George, Cyril X.; Amu, Avinash R.; Huang, Ni; Pollina, Elizabeth A.; Leeman, Dena S.; Ustighi, Alessandra R.; Goh, Y. P. Sharon; Hawla, Ajay C.; Del Sal, Giannino; Peltz, Gary; Runet, Anne B.; Onrad, Donald F. C.; Samuel, Charles E. .; O'Connell, Mary A.; Walkley, Carl R. .; Nishikura, Kazuko; Li, Jin Billy		Gtex Consortium						Dynamic landscape and regulation of RNA editing in mammals								NATURE				550	7675			249	+		10.1038/nature24041			OCT 12 2017	2017										94							WOS:000412829500047		
J	Lara-Pezzi, Enrique; Desco, Manuel; Gatto, Alberto; Victoria Gomez-Gaviro, Maria								Neurogenesis: Regulation by Alternative Splicing and Related Posttranscriptional Processes								NEUROSCIENTIST				23	5			466	477		10.1177/1073858416678604			OCT 2017	2017										4							WOS:000412270000008		
J	Singh, Pooja; Boerger, Christine; More, Heather; Sturmbauer, Christian								The Role of Alternative Splicing and Differential Gene Expression in Cichlid Adaptive Radiation								GENOME BIOLOGY AND EVOLUTION				9	10			2764	2781		10.1093/gbe/evx204			OCT 2017	2017										11							WOS:000414778600025		
J	Bush, Stephen J.; Chen, Lu; Tovar-Corona, Jaime M.; Urrutia, Araxi O.								Alternative splicing and the evolution of phenotypic novelty								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				372	1713					20150474	10.1098/rstb.2015.0474			FEB 5 2017	2017										18							WOS:000390403000002		
J	Tress, Michael L.; Abascal, Federico; Valencia, Alfonso								Alternative Splicing May Not Be the Key to Proteome Complexity								TRENDS IN BIOCHEMICAL SCIENCES				42	2			98	110		10.1016/j.tibs.2016.08.008			FEB 2017	2017										80							WOS:000393635200004		
J	Sheng, Xin; Wu, Jiayan; Sun, Qianqian; Li, Xue; Xian, Feng; Sun, Manman; Fang, Wan; Chen, Meili; Yu, Jun; Xiao, Jingfa								MTD: a mammalian transcriptomic database to explore gene expression and regulation								BRIEFINGS IN BIOINFORMATICS				18	1			28	36		10.1093/bib/bbv117			JAN 2017	2017										8							WOS:000397059700003		
J	Jaksic, Ana Marija; Schlotterer, Christian								The Interplay of Temperature and Genotype on Patterns of Alternative Splicing in Drosophila melanogaster								GENETICS				204	1			315	+		10.1534/genetics.116.192310			SEP 2016	2016										10							WOS:000383998500027		
J	Uversky, Vladimir N.								(Intrinsically disordered) splice variants in the proteome: implications for novel drug discovery								GENES & GENOMICS				38	7			577	594		10.1007/s13258-015-0384-0			JUL 2016	2016										7							WOS:000377937400002		
J	Soneson, Charlotte; Matthes, Katarina L.; Nowicka, Malgorzata; Law, Charity W.; Robinson, Mark D.								Isoform prefiltering improves performance of count-based methods for analysis of differential transcript usage								GENOME BIOLOGY				17						12	10.1186/s13059-015-0862-3			JAN 26 2016	2016										28							WOS:000368903900003		
J	Potenza, Emilio; Racchi, Milvia Luisa; Sterck, Lieven; Coller, Emanuela; Asquini, Elisa; Tosatto, Silvio C. E.; Velasco, Riccardo; Van de Peer, Yves; Cestaro, Alessandro								Exploration of alternative splicing events in ten different grapevine cultivars								BMC GENOMICS				16						706	10.1186/s12864-015-1922-5			SEP 17 2015	2015										10							WOS:000361353400002		
J	Leigh-Brown, Sarah; Goncalves, Angela; Thybert, David; Stefflova, Klara; Watt, Stephen; Flicek, Paul; Brazma, Alvis; Marioni, John C.; Odom, Duncan T.								Regulatory Divergence of Transcript Isoforms in a Mammalian Model System								PLOS ONE				10	9					e0137367	10.1371/journal.pone.0137367			SEP 4 2015	2015										0							WOS:000360688200052		
J	Gueroussov, Serge; Gonatopoulos-Pournatzis, Thomas; Irimia, Manuel; Raj, Bushra; Lin, Zhen-Yuan; Gingras, Anne-Claude; Blencowe, Benjamin J.								An alternative splicing event amplifies evolutionary differences between vertebrates								SCIENCE				349	6250			868	873		10.1126/science.aaa8381			AUG 21 2015	2015										52							WOS:000359832700050		
J	Roux, Julien; Rosikiewicz, Marta; Robinson-Rechavi, Marc								What to compare and how: Comparative transcriptomics for Evo-Devo								JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION				324	4			372	382		10.1002/jez.b.22618			JUN 15 2015	2015										21							WOS:000355002300006		
J	Liddington, Robert C.								Structural Basis of Protein-Protein Interactions								Methods in Molecular Biology				1278				3	22		10.1007/978-1-4939-2425-7_1			2015	2015										0							WOS:000366506600002		
J	Naftelberg, Shiran; Schor, Ignacio E.; Ast, Gil; Kornblihtt, Alberto R.								Regulation of Alternative Splicing Through Coupling with Transcription and Chromatin Structure								Annual Review of Biochemistry				84				165	198		10.1146/annurev-biochem-060614-034242			2015	2015										166							WOS:000355765300008		
J	Li, Yang I.; Sanchez-Pulido, Luis; Haerty, Wilfried; Ponting, Chris P.								RBFOX and PTBP1 proteins regulate the alternative splicing of micro-exons in human brain transcripts								GENOME RESEARCH				25	1			1	13		10.1101/gr.181990.114			JAN 2015	2015										58							WOS:000347373200001		
J	Bailey, Jarrod								Monkey-based Research on Human Disease: The Implications of Genetic Differences								ATLA-ALTERNATIVES TO LABORATORY ANIMALS				42	5			286	317					NOV 2014	2014										1							WOS:000349319600008		
J	Liao, Yang; Smyth, Gordon K.; Shi, Wei								featureCounts: an efficient general purpose program for assigning sequence reads to genomic features								BIOINFORMATICS				30	7			923	930		10.1093/bioinformatics/btt656			APR 1 2014	2014										2442							WOS:000334078300005		
J	Chen, Feng-Chi; Pan, Chia-Lin; Lin, Hsuan-Yu								Functional Implications of RNA Splicing for Human Long Intergenic Noncoding RNAs								EVOLUTIONARY BIOINFORMATICS				10				219	228		10.4137/EBO.S20772			2014	2014										7							WOS:000346194500001		
