PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Amorim, Camila Farias; Novais, Fernanda O.; Nguyen, Ba T.; Misic, Ana M.; Carvalho, Lucas P.; Carvalho, Edgar M.; Beiting, Daniel P.; Scott, Phillip								Variable gene expression and parasite load predict treatment outcome in cutaneous leishmaniasis								SCIENCE TRANSLATIONAL MEDICINE				11	519					eaax4204	10.1126/scitranslmed.aax4204			NOV 20 2019	2019										0							WOS:000497975000006		
J	Hoogendijk, Arie J.; Pourfarzad, Farzin; Aarts, Cathelijn E. M.; Tool, Anton T. J.; Hiemstra, Ida H.; Grassi, Luigi; Frontini, Mattia; Meijer, Alexander B.; van den Biggelaar, Maartje; Kuijpers, Taco W.								Dynamic Transcriptome-Proteome Correlation Networks Reveal Human Myeloid Differentiation and Neutrophil-Specific Programming								CELL REPORTS				29	8			2505	+		10.1016/j.celrep.2019.10.082			NOV 19 2019	2019										0							WOS:000497954200031		
J	Giguere, Daniel J.; Macklaim, Jean M.; Lieng, Brandon Y.; Gloor, Gregory B.								omicplotR: visualizing omic datasets as compositions								BMC BIOINFORMATICS				20	1					580	10.1186/s12859-019-3174-x			NOV 15 2019	2019										0							WOS:000497485600002		
J	Yang, Qi; Liu, Shibiao; Han, Xiaoning; Ma, Jingyi; Deng, Wenhong; Wang, Xiaodong; Guo, Huihong; Xia, Xinli								Integrated transcriptome and miRNA analysis uncovers molecular regulators of aerial stem-to-rhizome transition in the medical herb Gynostemma pentaphyllum								BMC GENOMICS				20	1					865	10.1186/s12864-019-6250-8			NOV 15 2019	2019										0							WOS:000498640100002		
J	Bhuva, Dharmesh D.; Cursons, Joseph; Smyth, Gordon K.; Davis, Melissa J.								Differential co-expression-based detection of conditional relationships in transcriptional data: comparative analysis and application to breast cancer								GENOME BIOLOGY				20	1					236	10.1186/s13059-019-1851-8			NOV 14 2019	2019										0							WOS:000497703300002		
J	Bye, Christopher R.; Penna, Vanessa; de Luzy, Isabelle R.; Gantner, Carlos W.; Hunt, Cameron P. J.; Thompson, Lachlan H.; Parish, Clare L.								Transcriptional Profiling of Xenogeneic Transplants: Examining Human Pluripotent Stem Cell-Derived Grafts in the Rodent Brain								STEM CELL REPORTS				13	5			877	890		10.1016/j.stemcr.2019.10.001			NOV 12 2019	2019										0							WOS:000496804400009		
J	Mohebnasab, Maedeh; Eriksson, Oskar; Persson, Barbro; Sandholm, Kerstin; Mohlin, Camilla; Huber-Lang, Markus; Keating, Brendan J.; Ekdahl, Kristina N.; Nilsson, Bo								Current and Future Approaches for Monitoring Responses to Anti-complement Therapeutics								FRONTIERS IN IMMUNOLOGY				10						2539	10.3389/fimmu.2019.02539			NOV 8 2019	2019										0							WOS:000498927000001		
J	Luo, Di; Liang, Xue-zhen; Xu, Bo; Liu, Jin-bao; Wei, Chuan-fu; Li, Gang								Rapid Discovery of Potential Drugs for Osteonecrosis of Femoral Head Based on Gene Expression Omnibus Database and Connectivity Map								ORTHOPAEDIC SURGERY											10.1111/os.12533				2019										0							WOS:000494529100001		
J	Ahmed, Mahmoud; Trang Huyen Lai; Hwang, Jin Seok; Zada, Sahib; Trang Minh Pham; Kim, Deok Ryong								Transcriptional Regulation of Autophagy Genes via Stage-Specific Activation of CEBPB and PPARG during Adipogenesis: A Systematic Study Using Public Gene Expression and Transcription Factor Binding Datasets								CELLS				8	11					1321	10.3390/cells8111321			NOV 2019	2019										0							WOS:000502266700019		
J	Malcher, Agnieszka; Jedrzejczak, Piotr; Stokowy, Tomasz; Monem, Soroosh; Nowicka-Bauer, Karolina; Zimna, Agnieszka; Czyzyk, Adam; Maciejewska-Jeske, Marzena; Meczekalski, Blazej; Bednarek-Rajewska, Katarzyna; Wozniak, Aldona; Rozwadowska, Natalia; Kurpisz, Maciej								Novel Mutations Segregating with Complete Androgen Insensitivity Syndrome and Their Molecular Characteristics								INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				20	21					5418	10.3390/ijms20215418			NOV 2019	2019										0							WOS:000498946100176		
J	Smits, Arne H.; Ziebell, Frederik; Joberty, Gerard; Zinn, Nico; Mueller, William F.; Clauder-Muenster, Sandra; Eberhard, Dirk; Savitski, Maria Falth; Grandi, Paola; Jakob, Petra; Michon, Anne-Marie; Sun, Hanice; Tessmer, Karen; Buerckstuemmer, Tilmann; Bantscheff, Marcus; Steinmetz, Lars M.; Drewes, Gerard; Huber, Wolfgang								Biological plasticity rescues target activity in CRISPR knock outs								NATURE METHODS				16	11			1087	+		10.1038/s41592-019-0614-5			NOV 2019	2019										1							WOS:000493902600018		
J	Chang, Jonathan E.; Buechler, Matthew B.; Gressier, Elise; Turley, Shannon J.; Carroll, Michael C.								Mechanosensing by Peyer's patch stroma regulates lymphocyte migration and mucosal antibody responses								NATURE IMMUNOLOGY				20	11			1506	+		10.1038/s41590-019-0505-z			NOV 2019	2019										0							WOS:000492309600020		
J	Peskova, Lucie; Cerna, Katerina; Oppelt, Jan; Mraz, Marek; Barta, Tomas								Oct4-mediated reprogramming induces embryonic-like microRNA expression signatures in human fibroblasts								SCIENTIFIC REPORTS				9						15759	10.1038/s41598-019-52294-3			OCT 31 2019	2019										0							WOS:000493439600057		
J	Ibn-Salem, Jonas; Andrade-Navarro, Miguel A.								7C: Computational Chromosome Conformation Capture by Correlation of ChIP-seq at CTCF motifs								BMC GENOMICS				20	1					777	10.1186/s12864-019-6088-0			OCT 25 2019	2019										1							WOS:000492877100003		
J	Richman, Lee P.; Vonderheide, Robert H.; Rech, Andrew J.								Neoantigen Dissimilarity to the Self-Proteome Predicts Immunogenicity and Response to Immune Checkpoint Blockade								CELL SYSTEMS				9	4			375	+		10.1016/j.cels.2019.08.009			OCT 23 2019	2019										1							WOS:000492710200005		
J	Roman-Canal, Berta; Pablo Moiola, Cristian; Gatius, Sonia; Bonnin, Sarah; Ruiz-Miro, Maria; Gonzalez, Esperanza; Ojanguren, Amaia; Luis Recuero, Jose; Gil-Moreno, Antonio; Falcon-Perez, Juan M.; Ponomarenko, Julia; Porcel, Jose M.; Matias-Guiu, Xavier; Colas, Eva								EV-associated miRNAs from pleural lavage as potential diagnostic biomarkers in lung cancer								SCIENTIFIC REPORTS				9						15057	10.1038/s41598-019-51578-y			OCT 21 2019	2019										0							WOS:000491226200040		
J	Inoue, Daichi; Chew, Guo-Liang; Liu, Bo; Michel, Brittany C.; Pangallo, Joseph; D'Avino, Andrew R.; Hitchman, Tyler; North, Khrystyna; Lee, Stanley Chun-Wei; Bitner, Lillian; Block, Ariele; Moore, Amanda R.; Yoshimi, Akihide; Escobar-Hoyos, Luisa; Cho, Hana; Penson, Alex; Lu, Sydney X.; Taylor, Justin; Chen, Yu; Kadoch, Cigall; Abdel-Wahab, Omar; Bradley, Robert K.								Spliceosomal disruption of the non-canonical BAF complex in cancer								NATURE				574	7778			432	+		10.1038/s41586-019-1646-9			OCT 17 2019	2019										2							WOS:000490988300071		
J	Agus, Filisia; Crespo, Diego; Myers, Richard H.; Labadorf, Adam								The caudate nucleus undergoes dramatic and unique transcriptional changes in human prodromal Huntington's disease brain								BMC MEDICAL GENOMICS				12	1					137	10.1186/s12920-019-0581-9			OCT 16 2019	2019										0							WOS:000490843100003		
J	Rohweder, Bettina; Lehmann, Gerhard; Eichner, Norbert; Polen, Tino; Rajendran, Chitra; Ruperti, Fabian; Linde, Mona; Treiber, Thomas; Jung, Oona; Dettmer, Katja; Meister, Gunter; Bott, Michael; Gronwald, Wolfram; Sterner, Reinhard								Library Selection with a Randomized Repertoire of (beta alpha)(8)-Barrel Enzymes Results in Unexpected Induction of Gene Expression								BIOCHEMISTRY				58	41			4207	4217		10.1021/acs.biochem.9b00579			OCT 15 2019	2019										0							WOS:000491219400004		
J	Kendall, Timothy James; Duff, Catherine Mary; Boulter, Luke; Wilson, David H.; Freyer, Elisabeth; Aitken, Stuart; Forbes, Stuart John; Iredale, John Peter; Hastie, Nicholas Dixon								Embryonic mesothelial-derived hepatic lineage of quiescent and heterogenous scar-orchestrating cells defined but suppressed by WT1								NATURE COMMUNICATIONS				10						4688	10.1038/s41467-019-12701-9			OCT 15 2019	2019										0							WOS:000490117300011		
J	Loiseau, Claire; Cooper, Martha M.; Doolan, Denise L.								Deciphering host immunity to malaria using systems immunology								IMMUNOLOGICAL REVIEWS				293	1			115	143		10.1111/imr.12814			JAN 2020	2020										0							WOS:000492205000001		
J	Zhu, Anqi; Srivastava, Avi; Ibrahim, Joseph G.; Patro, Rob; Love, Michael, I								Nonparametric expression analysis using inferential replicate counts								NUCLEIC ACIDS RESEARCH				47	18					e105	10.1093/nar/gkz622			OCT 10 2019	2019										0							WOS:000491241400003		
J	Godinho-Silva, Cristina; Domingues, Rita G.; Rendas, Miguel; Raposo, Bruno; Ribeiro, Helder; da Silva, Joaquim Alves; Vieira, Ana; Costa, Rui M.; Barbosa-Morais, Nuno L.; Carvalho, Tania; Veiga-Fernandes, Henrique								Light-entrained and brain-tuned circadian circuits regulate ILC3s and gut homeostasis								NATURE				574	7777			254	+		10.1038/s41586-019-1579-3			OCT 10 2019	2019										5							WOS:000489784200049		
J	Lindberg, Markus; Bostrom, Martin; Elliott, Kerryn; Larsson, Erik								Intragenomic variability and extended sequence patterns in the mutational signature of ultraviolet light								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				116	41			20411	20417		10.1073/pnas.1909021116			OCT 8 2019	2019										0							WOS:000489770700031		
J	Salmaso, Nico								Effects of Habitat Partitioning on the Distribution of Bacterioplankton in Deep Lakes								FRONTIERS IN MICROBIOLOGY				10						2257	10.3389/fmicb.2019.02257			OCT 4 2019	2019										0							WOS:000491332200001		
J	Thodberg, Malte; Thieffry, Axel; Vitting-Seerup, Kristoffer; Andersson, Robin; Sandelin, Albin								CAGEfightR: analysis of 5 '-end data using R/Bioconductor								BMC BIOINFORMATICS				20	1					487	10.1186/s12859-019-3029-5			OCT 4 2019	2019										0							WOS:000488958900001		
J	Catanese, Alberto; Heuvel, Florian Olde; Mulaw, Medhanie; Demestre, Maria; Higelin, Julia; Barbi, Gotthold; Freischmidt, Axel; Weishaupt, Jochen H.; Ludolph, Albert C.; Roselli, Francesco; Boeckers, Tobias M.								Retinoic acid worsens ATG10-dependent autophagy impairment in TBK1-mutant hiPSC-derived motoneurons through SQSTM1/p62 accumulation								AUTOPHAGY				15	10			1719	1737		10.1080/15548627.2019.1589257			OCT 3 2019	2019										0							WOS:000482334100021		
J	Olson, Nathan D.; Shah, Nidhi; Kancherla, Jayaram; Wagner, Justin; Paulson, Joseph N.; Bravo, Hector Corrada								metagenomeFeatures: an R package for working with 16S rRNA reference databases and marker-gene survey feature data								BIOINFORMATICS				35	19			3870	3872		10.1093/bioinformatics/btz136			OCT 1 2019	2019										0							WOS:000499322300054		
J	Vey, Johannes; Kapsner, Lorenz A.; Fuchs, Maximilian; Unberath, Philipp; Veronesi, Giulia; Kunz, Meik								A Toolbox for Functional Analysis and the Systematic Identification of Diagnostic and Prognostic Gene Expression Signatures Combining Meta-Analysis and Machine Learning								CANCERS				11	10					1606	10.3390/cancers11101606			OCT 2019	2019										1							WOS:000498826000203		
J	Bollepalli, Sailalitha; Korhonen, Tellervo; Kaprio, Jaakko; Anders, Simon; Ollikainen, Miina								EpiSmokEr: a robust classifier to determine smoking status from DNA methylation data								EPIGENOMICS				11	13			1469	1486		10.2217/epi-2019-0206			OCT 2019	2019										0							WOS:000498632900003		
J	Kemper, Ann M.; Drnevich, Jenny; McCue, Molly E.; McCoy, Annette M.								Differential Gene Expression in Articular Cartilage and Subchondral Bone of Neonatal and Adult Horses								GENES				10	10					745	10.3390/genes10100745			OCT 2019	2019										0							WOS:000498397100016		
J	Stanstrup, Jan; Broeckling, Corey D.; Helmus, Rick; Hoffmann, Nils; Mathe, Ewy; Naake, Thomas; Nicolotti, Luca; Peters, Kristian; Rainer, Johannes; Salek, Reza M.; Schulze, Tobias; Schymanski, Emma L.; Stravs, Michael A.; Thevenot, Etienne A.; Treutler, Hendrik; Weber, Ralf J. M.; Willighagen, Egon; Witting, Michael; Neumann, Steffen								The metaRbolomics Toolbox in Bioconductor and beyond								METABOLITES				9	10					200	10.3390/metabo9100200			OCT 2019	2019										1							WOS:000494273300008		
J	Whitham, Martin; Pal, Martin; Petzold, Tim; Hjorth, Marit; Egan, Casey L.; Brunner, Julia S.; Estevez, Emma; Iliades, Peter; Zivanovic, Borivoj; Reibe, Saskia; Hughes, William E.; Findeisen, Maria; Hidalgo, Juan; Febbraio, Mark A.								Adipocyte-specific deletion of IL-6 does not attenuate obesity-induced weight gain or glucose intolerance in mice								AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM				317	4			E597	E604		10.1152/ajpendo.00206.2019			OCT 2019	2019										0							WOS:000490544100004		
J	Chari, Sudarshan; Wilky, Henry; Govindan, Jayalakshmi; Amodeo, Amanda A.								Histone concentration regulates the cell cycle and transcription in early development								DEVELOPMENT				146	19					UNSP dev177402	10.1242/dev.177402			OCT 2019	2019										1							WOS:000490215200010		
J	Peyser, Brian D.; Hermone, Ann; Salamoun, Joseph M.; Burnett, James C.; Hollingshead, Melinda G.; McGrath, Connor F.; Gussio, Rick; Wipf, Peter								Specific RITA Modification Produces Hyperselective Cytotoxicity While Maintaining In Vivo Antitumor Efficacy								MOLECULAR CANCER THERAPEUTICS				18	10			1765	1774		10.1158/1535-7163.MCT-19-0185			OCT 2019	2019										0							WOS:000489688400010		
J	Kim, Grace S.; Smith, Alicia K.; Xue, Fei; Michopoulos, Vasiliki; Lori, Adriana; Armstrong, Don L.; Aiello, Allison E.; Koenen, Karestan C.; Galea, Sandro; Wildman, Derek E.; Uddin, Monica								Methylomic profiles reveal sex-specific differences in leukocyte composition associated with post-traumatic stress disorder								BRAIN BEHAVIOR AND IMMUNITY				81				280	291		10.1016/j.bbi.2019.06.025			OCT 2019	2019										1							WOS:000488135800034		
J	Mas, Aymara; Alonso, Roberto; Garrido-Gomez, Tamara; Escorcia, Patricia; Montero, Beatriz; Jimenez-Almazan, Jorge; Martin, Julio; Pellicer, Nuria; Monleon, Javier; Simon, Carlos								The differential diagnoses of uterine leiomyomas and leiomyosarcomas using DNA and RNA sequencing								AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY				221	4					320.e1-e23	10.1016/j.ajog.2019.05.018			OCT 2019	2019						74th Annual Scientific Meeting and Expo of the American-Society-for-Reproductive-Medicine (ASRM)	OCT 06-10, 2018	Amer Soc Reprod Med	Denver, CO	1							WOS:000487791900006		
J	Zhang, Duanwu; Yue, Tao; Choi, Jin Huk; Nair-Gill, Evan; Zhong, Xue; Wang, Kuan-wen; Zhan, Xiaoming; Li, Xiaohong; Choi, Mihwa; Tang, Miao; Quan, Jiexia; Hildebrand, Sara; Moresco, Eva Marie Y.; Beutler, Bruce								Syndromic immune disorder caused by a viable hypomorphic allele of spliceosome component Snrnp40								NATURE IMMUNOLOGY				20	10			1322	+		10.1038/s41590-019-0464-4			OCT 2019	2019										0							WOS:000486615900016		
J	Olsen, Abby L.; Feany, Mel B.								Glial alpha-synuclein promotes neurodegeneration characterized by a distinct transcriptional program in vivo								GLIA				67	10			1933	1957		10.1002/glia.23671			OCT 2019	2019										0							WOS:000481850200011		
J	Sonawane, Abhijeet R.; Tian, Liang; Chu, Chin-Yi; Qiu, Xing; Wang, Lu; Holden-Wiltse, Jeanne; Grier, Alex; Gill, Steven R.; Caserta, Mary T.; Falsey, Ann R.; Topham, David J.; Walsh, Edward E.; Mariani, Thomas J.; Weiss, Scott T.; Silverman, Edwin K.; Glass, Kimberly; Liu, Yang-Yu								Microbiome-Transcriptome Interactions Related to Severity of Respiratory Syncytial Virus Infection								SCIENTIFIC REPORTS				9						13824	10.1038/s41598-019-50217-w			SEP 25 2019	2019										1							WOS:000487586600015		
J	Yu, Xuhong; Martin, Pascal G. P.; Michaels, Scott D.								BORDER proteins protect expression of neighboring genes by promoting 3 ' Pol II pausing in plants								NATURE COMMUNICATIONS				10						4359	10.1038/s41467-019-12328-w			SEP 25 2019	2019										0							WOS:000487585600020		
J	Elman, Jessica S.; Ni, Thomas K.; Mengwasser, Kristen E.; Jin, Dexter; Wronski, Ania; Elledge, Stephen J.; Kuperwasser, Charlotte								Identification of FUBP1 as a Long Tail Cancer Driver and Widespread Regulator of Tumor Suppressor and Oncogene Alternative Splicing								CELL REPORTS				28	13			3435	+		10.1016/j.celrep.2019.08.060			SEP 24 2019	2019										0							WOS:000487587300013		
J	de Kanter, Jurrian K.; Lijnzaad, Philip; Candelli, Tito; Margaritis, Thanasis; Holstege, Frank C. P.								CHETAH: a selective, hierarchical cell type identification method for single-cell RNA sequencing								NUCLEIC ACIDS RESEARCH				47	16					e95	10.1093/nar/gkz543			SEP 19 2019	2019										2							WOS:000490576900005		
J	Moore, Scott Emory; Voss, Joachim G.; Schneider, Barbara St Pierre								17 beta-estradiol alters mRNA co-expression after murine muscle injury and mild hypobaria								EXPERIMENTAL BIOLOGY AND MEDICINE				244	16			1454	1462	UNSP 1535370219877360	10.1177/1535370219877360			NOV 2019	2019										0							WOS:000491721700001		
J	Rattan, Saniya; Beers, Hannah K.; Kannan, Athilakshmi; Ramakrishnan, Anujaianthi; Brehm, Emily; Bagchi, Indrani; Irudayaraj, Joseph M. K.; Flaws, Jodi A.								Prenatal and ancestral exposure to di(2-ethylhexyl) phthalate alters gene expression and DNA methylation in mouse ovaries								TOXICOLOGY AND APPLIED PHARMACOLOGY				379						UNSP 114629	10.1016/j.taap.2019.114629			SEP 15 2019	2019										0							WOS:000483450400005		
