PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Dhalla, Fatima; Baran-Gale, Jeanette; Maio, Stefano; Chappell, Lia; Hollander, Georg A.; Ponting, Chris P.								Biologically indeterminate yet ordered promiscuous gene expression in single medullary thymic epithelial cells								EMBO JOURNAL				39	1					e101828	10.15252/embj.2019101828			JAN 2 2020	2020										0							WOS:000505543500008		
J	Miragaia, Ricardo J.; Zhang, Xiuwei; Gomes, Tomas; Svensson, Valentine; Ilicic, Tomislav; Henriksson, Johan; Kar, Gozde; Lonnberg, Tapio								Single-cell RNA-sequencing resolves self-antigen expression during mTEC development								SCIENTIFIC REPORTS				8						685	10.1038/s41598-017-19100-4			JAN 12 2018	2018										4							WOS:000419945800003		
J	Giladi, Amir; Amit, Ido								Single-Cell Genomics: A Stepping Stone for Future Immunology Discoveries								CELL				172	1-2			14	21		10.1016/j.cell.2017.11.011			JAN 11 2018	2018										33							WOS:000419840100006		
J	Papalexi, Efthymia; Satija, Rahul								Single-cell RNA sequencing to explore immune cell heterogeneity								NATURE REVIEWS IMMUNOLOGY				18	1			35	45		10.1038/nri.2017.76			JAN 2018	2018										121							WOS:000422802500009		
J	Passos, Geraldo A.; Speck-Hernandez, Cesar A.; Assis, Amanda F.; Mendes-da-Cruz, Daniella A.								Update on Aire and thymic negative selection								IMMUNOLOGY				153	1			10	20		10.1111/imm.12831			JAN 2018	2018										14							WOS:000417762800002		
J	Mouri, Yasuhiro; Ueda, Yoshihiro; Yamano, Tomoyoshi; Matsumoto, Minoru; Tsuneyama, Koichi; Kinashi, Tatsuo; Matsumoto, Mitsuru								Mode of Tolerance Induction and Requirement for Aire Are Governed by the Cell Types That Express Self-Antigen and Those That Present Antigen								JOURNAL OF IMMUNOLOGY				199	12			3959	3971		10.4049/jimmunol.1700892			DEC 15 2017	2017										4							WOS:000417018100005		
J	Michel, Chloe; Miller, Corey N.; Kuechler, Rita; Brors, Benedikt; Anderson, Mark S.; Kyewski, Bruno; Pinto, Sheena								Revisiting the Road Map of Medullary Thymic Epithelial Cell Differentiation								JOURNAL OF IMMUNOLOGY				199	10			3488	3503		10.4049/jimmunol.1700203			NOV 15 2017	2017										6							WOS:000414660600010		
J	Ki, Sanghee; Thyagarajan, Hiran M.; Hu, Zicheng; Lancaster, Jessica N.; Ehrlich, Lauren I. R.								EBI2 contributes to the induction of thymic central tolerance in mice by promoting rapid motility of medullary thymocytes								EUROPEAN JOURNAL OF IMMUNOLOGY				47	11			1906	1917		10.1002/eji.201747020			NOV 2017	2017										6							WOS:000414677400008		
J	Takaba, Hiroyuki; Takayanagi, Hiroshi								The Mechanisms of T Cell Selection in the Thymus								TRENDS IN IMMUNOLOGY				38	11			805	816		10.1016/j.it.2017.07.010			NOV 2017	2017										28							WOS:000413828300003		
J	Roberts, Natalie A.; Adams, Brian D.; McCarthy, Nicholas I.; Tooze, Reuben M.; Parnell, Sonia M.; Anderson, Graham; Kaech, Susan M.; Horsley, Valerie								Prdm1 Regulates Thymic Epithelial Function To Prevent Autoimmunity								JOURNAL OF IMMUNOLOGY				199	4			1250	1260		10.4049/jimmunol.1600941			AUG 15 2017	2017										6							WOS:000407061400004		
J	Rodrigues, Pedro M.; Ribeiro, Ana R.; Perrod, Chiara; Landry, Jonathan J. M.; Araujo, Leonor; Pereira-Castro, Isabel; Benes, Vladimir; Moreira, Alexandra; Xavier-Ferreira, Helena; Meireles, Catarina; Alves, Nuno L.								Thymic epithelial cells require p53 to support their long-term function in thymopoiesis in mice								BLOOD				130	4			478	488		10.1182/blood-2016-12-758961			JUL 27 2017	2017										5							WOS:000406492000018		
J	Dal Molin, Alessandra; Baruzzo, Giacomo; Di Camillo, Barbara								Single-Cell RNA-Sequencing: Assessment of Differential Expression Analysis Methods								FRONTIERS IN GENETICS				8						62	10.3389/fgene.2017.00062			MAY 23 2017	2017										15							WOS:000402737000001		
J	Li, Huipeng; Courtois, Elise T.; Sengupta, Debarka; Tan, Yuliana; Chen, Kok Hao; Goh, Jolene Jie Lin; Kong, Say Li; Chua, Clarinda; Hon, Lim Kiat; Tan, Wah Siew; Wong, Mark; Choi, Paul Jongjoon; Wee, Lawrence J. K.; Hillmer, Axel M.; Tan, Iain Beehuat; Robson, Paul; Prabhakar, Shyam								Reference component analysis of single-cell transcriptomes elucidates cellular heterogeneity in human colorectal tumors								NATURE GENETICS				49	5			708	+		10.1038/ng.3818			MAY 2017	2017										140							WOS:000400051400011		
J	Takahama, Yousuke; Ohigashi, Izumi; Baik, Song; Anderson, Graham								Generation of diversity in thymic epithelial cells								NATURE REVIEWS IMMUNOLOGY				17	5			295	305		10.1038/nri.2017.12			MAY 2017	2017										42							WOS:000400050400008		
J	Svensson, Valentine; Natarajan, Kedar Nath; Ly, Lam-Ha; Miragaia, Ricardo J.; Labalette, Charlotte; Macaulay, Iain C.; Cvejic, Ana; Teichmann, Sarah A.								Power analysis of single-cell RNA-sequencing experiments								NATURE METHODS				14	4			381	+		10.1038/nmeth.4220			APR 2017	2017										143							WOS:000397900500016		
J	Bansal, Kushagra; Yoshida, Hideyuki; Benoist, Christophe; Mathis, Diane								The transcriptional regulator Aire binds to and activates super-enhancers								NATURE IMMUNOLOGY				18	3			263	273		10.1038/ni.3675			MAR 2017	2017										26							WOS:000394413400006		
J	Abramson, Jakub; Anderson, Graham								Thymic Epithelial Cells								Annual Review of Immunology				35				85	118		10.1146/annurev-immunol-051116-052320			2017	2017										58							WOS:000401334800004		
J	Ke, Rongqin; Mignardi, Marco; Hauling, Thomas; Nilsson, Mats								Fourth Generation of Next-Generation Sequencing Technologies: Promise and Consequences								HUMAN MUTATION				37	12			1363	1367		10.1002/humu.23051			DEC 2016	2016										10							WOS:000388701600013		
J	Pearson, Hillary; Daouda, Tariq; Granados, Diana Paola; Durette, Chantal; Bonneil, Eric; Courcelles, Mathieu; Rodenbrock, Anja; Laverdure, Jean-Philippe; Cote, Caroline; Mader, Sylvie; Lemieux, Sebastien; Thibault, Pierre; Perreault, Claude								MHC class I-associated peptides derive from selective regions of the human genome								JOURNAL OF CLINICAL INVESTIGATION				126	12			4690	4701		10.1172/JCI88590			DEC 1 2016	2016										49							WOS:000390131900027		
J	Liu, Juan; Cao, Xuetao								Cellular and molecular regulation of innate inflammatory responses								CELLULAR & MOLECULAR IMMUNOLOGY				13	6			711	721		10.1038/cmi.2016.58			NOV 2016	2016										46							WOS:000387974300001		
J	Perry, Justin S. A.; Hsieh, Chyi-Song								Development of T-cell tolerance utilizes both cell-autonomous and cooperative presentation of self-antigen								IMMUNOLOGICAL REVIEWS				271	1			141	155		10.1111/imr.12403			MAY 2016	2016										25							WOS:000374498000010		
J	Abramson, Jakub; Husebye, Eystein S.								Autoimmune regulator and self-tolerance - molecular and clinical aspects								IMMUNOLOGICAL REVIEWS				271	1			127	140		10.1111/imr.12419			MAY 2016	2016										38							WOS:000374498000009		
J	Alves, Nuno L.; Ribeiro, Ana R.								Thymus medulla under construction: Time and space oddities								EUROPEAN JOURNAL OF IMMUNOLOGY				46	4			829	833		10.1002/eji.201646329			APR 2016	2016										7							WOS:000374552700005		
J	Mathis, Diane; Benoist, Christophe								Promiscuity Promotes Tolerance								JOURNAL OF IMMUNOLOGY				196	7			2913	2914		10.4049/jimmunol.1600225			APR 1 2016	2016										1							WOS:000372339100001		
J	Anderson, Mark S.; Su, Maureen A.								AIRE expands: new roles in immune tolerance and beyond								NATURE REVIEWS IMMUNOLOGY				16	4			247	258		10.1038/nri.2016.9			APR 2016	2016										58							WOS:000372977200010		
J	Proserpio, Valentina; Loennberg, Tapio								Single-cell technologies are revolutionizing the approach to rare cells								IMMUNOLOGY AND CELL BIOLOGY				94	3			225	229		10.1038/icb.2015.106			MAR 2016	2016										30							WOS:000372616700003		
J	Rattay, Kristin; Meyer, Hannah Verena; Herrmann, Carl; Brors, Benedikt; Kyewski, Bruno								Evolutionary conserved gene co-expression drives generation of self-antigen diversity in medullary thymic epithelial cells								JOURNAL OF AUTOIMMUNITY				67				65	75		10.1016/j.jaut.2015.10.001			FEB 2016	2016										7							WOS:000370884900008		
J	Ehrlich, Lauren I. R.								Control of Migration during Intrathymic T Cell Development								ENCYCLOPEDIA OF IMMUNOBIOLOGY, VOL 1: DEVELOPMENT AND PHYLOGENY OF THE IMMUNE SYSTEM								249	262		10.1016/B978-0-12-374279-7.04012-1			2016	2016										1							WOS:000490117200031		
J	Matsumoto, Mitsuru								Switching on the Aire conditioner								EUROPEAN JOURNAL OF IMMUNOLOGY				45	12			3237	3240		10.1002/eji.201546098			DEC 2015	2015										0							WOS:000366402000005		
J	Hu, Zicheng; Lancaster, Jessica N.; Sasiponganan, Chayanit; Ehrlich, Lauren I. R.								CCR4 promotes medullary entry and thymocyte-dendritic cell interactions required for central tolerance								JOURNAL OF EXPERIMENTAL MEDICINE				212	11			1947	1965		10.1084/jem.20150178			OCT 19 2015	2015										32							WOS:000366926800020		
J	Anderson, Graham; Jenkinson, William E.								Co-ordination of intrathymic self-representation								NATURE IMMUNOLOGY				16	9			895	896		10.1038/ni.3251			SEP 2015	2015										0							WOS:000359876900003		
J	Chan, Alice Y.; Anderson, Mark S.								Central tolerance to self revealed by the autoimmune regulator								Annals of the New York Academy of Sciences				1356				80	89		10.1111/nyas.12960			2015	2015										14							WOS:000364539900004		
